id_code,current_date,current_time,source_name,destination_name,train_name,target,country_code_source,longitude_source,latitude_source,mean_halt_times_source,country_code_destination,longitude_destination,latitude_destination,mean_halt_times_destination,current_year,current_week,current_day,is_weekend,source_num,destination_num,current_decimal_time,source_address,destination_address
iyrunojfqadprqn,2016-07-27,08:17:16 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.17,Brussels,
fdlwpgqbqztqmny,2016-07-27,08:17:35 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.17,Brussels,
genhqsuixtbalgn,2016-07-27,08:20:30 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.2,Brussels,
audodbuisusyefw,2016-07-27,08:22:16 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.22,Brussels,
yubyiyfztgkynzv,2016-07-27,08:22:32 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.22,Brussels,
rnkwsusotmptpvi,2016-07-27,08:24:17 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.24,Brussels,
oporgcbuyvvahtz,2016-07-27,08:26:37 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.26,Brussels,
sbgtmxklosjzans,2016-07-27,08:27:41 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.27,Brussels,
wwrbotqorqjpxyc,2016-07-27,08:28:07 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.28,Brussels,
vqkowtjryvqaxxg,2016-07-27,08:30:04 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.3,Brussels,
xlialzbzpotucfk,2016-07-27,08:31:09 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.31,Brussels,
tpbrszvhmjicdau,2016-07-27,08:31:32 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.31,Brussels,
jpuajelylpumkxj,2016-07-27,08:31:55 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.31,Brussels,
qxgdawxxjyvzwbs,2016-07-27,08:32:59 PM,station$147,station$1,ICZVZS,medium,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.32,Brussels,
onrinhzjpkaoyxm,2016-07-27,08:35:51 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.35,Brussels,
kjgtzcrbuszehat,2016-07-27,08:35:58 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.35,Brussels,
jakgaozencuwroe,2016-07-27,08:36:02 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.36,Brussels,
megwxrpkcijqfhs,2016-07-27,08:36:05 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.36,Brussels,
awfeznldweqfiug,2016-07-27,08:36:15 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.36,Brussels,
vgpkacdituxtdtb,2016-07-27,08:36:42 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.36,Brussels,
lsfykrqzpwtnooz,2016-07-27,08:36:45 PM,station$147,station$1,ICZVZS,high,whber,4.356801,50.845658,634.1647398844,,,,,2016,30,Wednesday,False,147,1,20.36,Brussels,
mgtoldpcbopaoba,2016-07-27,11:41:46 PM,station$130,station$214,ICWVYA,high,whber,4.360846,50.859663,640.2658959538,whber,4.482785,51.017648,306.5231213873,2016,30,Wednesday,False,130,214,23.41,Brussels,Mechelen
hbvekntxnxearzq,2016-07-28,12:04:25 AM,station$248,station$248,ICZVXY,low,whber,5.497685,50.967057,39.4768786127,whber,5.497685,50.967057,39.4768786127,2016,30,Thursday,False,248,248,0.04,Genk,Genk
eyzbjqaybcztzlg,2016-07-28,12:05:57 AM,station$248,station$1,ICZVXY,low,whber,5.497685,50.967057,39.4768786127,,,,,2016,30,Thursday,False,248,1,0.05,Genk,
rfwvjolvzoekxsq,2016-07-28,12:18:09 AM,station$248,station$147,ICZVXY,low,whber,5.497685,50.967057,39.4768786127,whber,4.356801,50.845658,634.1647398844,2016,30,Thursday,False,248,147,0.18,Genk,Brussels
jcbfhwsqzpcifpe,2016-07-28,12:38:28 AM,station$177,station$130,ICXUYS,high,whber,4.482076,50.896456,171.0202312139,whber,4.360846,50.859663,640.2658959538,2016,30,Thursday,False,177,130,0.38,Zaventem,Brussels
qfnccvisvjzlkxg,2016-07-28,08:50:27 AM,station$544,station$147,ICZVAT,medium,whber,3.710675,51.035896,309.0144508671,whber,4.356801,50.845658,634.1647398844,2016,30,Thursday,False,544,147,8.5,Gent,Brussels
oahokytmplgpfqr,2016-07-28,09:15:50 AM,station$141,station$147,SZAYASA,low,whber,4.289895,50.872625,39.1213872832,whber,4.356801,50.845658,634.1647398844,2016,30,Thursday,False,141,147,9.15,Dilbeek,Brussels
nppgqogzjvewkck,2016-07-28,09:36:02 AM,station$544,station$150,ICVAS,medium,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,544,150,9.36,Gent,Brussels
gpxuoktvogpdngd,2016-07-28,09:36:31 AM,station$544,station$150,ICVAS,medium,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,544,150,9.36,Gent,Brussels
fboouznrtafsqlc,2016-07-28,10:04:57 AM,station$150,station$544,ICTUSAY,low,whber,4.336531,50.835707,686.6156069364,whber,3.710675,51.035896,309.0144508671,2016,30,Thursday,False,150,544,10.04,Brussels,Gent
vsqrhvveicengtw,2016-07-28,10:12:11 AM,station$150,station$544,ICTUSAY,low,whber,4.336531,50.835707,686.6156069364,whber,3.710675,51.035896,309.0144508671,2016,30,Thursday,False,150,544,10.12,Brussels,Gent
vkjgtzhahghsucu,2016-07-28,10:30:23 AM,station$544,station$150,ICVAS,medium,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,544,150,10.3,Gent,Brussels
fzizzwwsemirohs,2016-07-28,10:31:15 AM,station$544,station$150,ICYSAS,medium,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,544,150,10.31,Gent,Brussels
uhjeydkrptgrbjh,2016-07-28,10:31:57 AM,station$544,station$150,ICXUAS,low,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,544,150,10.31,Gent,Brussels
tzxlhdidiazrhxn,2016-07-28,10:33:05 AM,station$544,station$150,ICYSAS,medium,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,544,150,10.33,Gent,Brussels
oafzvahydpqfluo,2016-07-28,10:59:01 AM,station$178,station$150,ICXZXZ,high,whber,4.421101,51.2172,467.9826589595,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,178,150,10.59,Antwerpen,Brussels
kwdijfmhwknlapp,2016-07-28,11:10:47 AM,station$178,station$150,THARXYY,high,whber,4.421101,51.2172,467.9826589595,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,178,150,11.1,Antwerpen,Brussels
ozttougayrkrjdx,2016-07-28,01:16:06 PM,station$544,station$150,PTAAR,high,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,544,150,13.16,Gent,Brussels
tcxoegzlkzoxakm,2016-07-28,01:17:09 PM,station$544,station$150,PTAAR,high,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,544,150,13.17,Gent,Brussels
cffnnhtgkezdtos,2016-07-28,03:06:29 PM,station$530,station$544,LVUW,low,whber,3.447848,51.092295,78.4884393064,whber,3.710675,51.035896,309.0144508671,2016,30,Thursday,False,530,544,15.06,Aalter,Gent
vdgkrlpfglasavj,2016-07-28,03:33:06 PM,station$178,station$150,ICRYWA,high,whber,4.421101,51.2172,467.9826589595,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,178,150,15.33,Antwerpen,Brussels
qwfztcqcvglgdsw,2016-07-28,03:33:26 PM,station$178,station$150,ICRYWA,high,whber,4.421101,51.2172,467.9826589595,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,178,150,15.33,Antwerpen,Brussels
uysfbkosmxrfmzb,2016-07-28,03:33:30 PM,station$178,station$150,ICRYWA,high,whber,4.421101,51.2172,467.9826589595,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,178,150,15.33,Antwerpen,Brussels
oyxkxjycnopuzud,2016-07-28,03:33:34 PM,station$178,station$150,ICRYWA,high,whber,4.421101,51.2172,467.9826589595,whber,4.336531,50.835707,686.6156069364,2016,30,Thursday,False,178,150,15.33,Antwerpen,Brussels
wexefjclfkjlqkv,2016-07-28,04:44:52 PM,station$147,station$544,ICZVXS,medium,whber,4.356801,50.845658,634.1647398844,whber,3.710675,51.035896,309.0144508671,2016,30,Thursday,False,147,544,16.44,Brussels,Gent
rqpkkjvqmomcnse,2016-07-28,05:53:40 PM,station$266,station$147,ICZTXR,medium,whber,4.715866,50.88228,351.9161849711,whber,4.356801,50.845658,634.1647398844,2016,30,Thursday,False,266,147,17.53,Leuven,Brussels
lsppdmdbdnaeshv,2016-07-28,07:12:04 PM,station$147,station$544,ICVWA,low,whber,4.356801,50.845658,634.1647398844,whber,3.710675,51.035896,309.0144508671,2016,30,Thursday,False,147,544,19.12,Brussels,Gent
spkmiaivouszneo,2016-07-28,08:17:09 PM,station$588,station$544,ICTZR,low,whber,3.987794,51.108062,103.9566473988,whber,3.710675,51.035896,309.0144508671,2016,30,Thursday,False,588,544,20.17,Lokeren,Gent
zgupmaexlucewag,2016-07-28,08:26:52 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Thursday,False,130,248,20.26,Brussels,Genk
vrvwckgypytddbv,2016-07-28,08:34:57 PM,station$147,station$266,ICVZV,medium,whber,4.356801,50.845658,634.1647398844,whber,4.715866,50.88228,351.9161849711,2016,30,Thursday,False,147,266,20.34,Brussels,Leuven
cvfzmccwsybtkda,2016-07-28,08:46:18 PM,station$544,station$530,LVRZ,low,whber,3.710675,51.035896,309.0144508671,whber,3.447848,51.092295,78.4884393064,2016,30,Thursday,False,544,530,20.46,Gent,Aalter
cmcoxdnnceewlms,2016-07-28,08:48:59 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Thursday,False,130,248,20.48,Brussels,Genk
wmsmvxmzcayjzax,2016-07-28,08:50:00 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Thursday,False,130,248,20.5,Brussels,Genk
hgsrcsdegomspfx,2016-07-28,08:51:01 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Thursday,False,130,248,20.51,Brussels,Genk
jzennsbzjflpytj,2016-07-28,09:10:11 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Thursday,False,130,248,21.1,Brussels,Genk
zndqjekknthmcwp,2016-07-28,09:15:16 PM,station$266,station$248,ICZVZS,low,whber,4.715866,50.88228,351.9161849711,whber,5.497685,50.967057,39.4768786127,2016,30,Thursday,False,266,248,21.15,Leuven,Genk
qamewfrnososvhf,2016-07-28,09:16:09 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Thursday,False,130,248,21.16,Brussels,Genk
vcgwnuaqkpfstfr,2016-07-28,09:33:21 PM,station$147,station$544,ICWWY,low,whber,4.356801,50.845658,634.1647398844,whber,3.710675,51.035896,309.0144508671,2016,30,Thursday,False,147,544,21.33,Brussels,Gent
jeyrmnnxmpvfipq,2016-07-28,09:58:40 PM,station$147,station$544,ICVWX,low,whber,4.356801,50.845658,634.1647398844,whber,3.710675,51.035896,309.0144508671,2016,30,Thursday,False,147,544,21.58,Brussels,Gent
iryubitkpixugeu,2016-07-28,10:02:39 PM,station$530,station$529,LVRY,low,whber,3.447848,51.092295,78.4884393064,whber,3.38673,51.107612,25.8670520231,2016,30,Thursday,False,530,529,22.02,Aalter,Knesselare
wdzflhkfshycnvs,2016-07-28,10:28:40 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Thursday,False,130,248,22.28,Brussels,Genk
akvxsccrindqlrn,2016-07-28,11:40:30 PM,station$147,station$544,ICVWX,low,whber,4.356801,50.845658,634.1647398844,whber,3.710675,51.035896,309.0144508671,2016,30,Thursday,False,147,544,23.4,Brussels,Gent
foxwoxqkjxwpzxe,2016-07-29,12:45:26 AM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Friday,False,130,248,0.45,Brussels,Genk
kohltjnvxwcbmdx,2016-07-29,12:45:57 AM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Friday,False,130,248,0.45,Brussels,Genk
bikycyokwdjdwra,2016-07-29,01:03:18 AM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Friday,False,130,248,1.03,Brussels,Genk
jwcpmxwbarfjgey,2016-07-29,02:32:11 AM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Friday,False,130,248,2.32,Brussels,Genk
ipqubuspmmnhjub,2016-07-29,12:21:33 PM,station$530,station$525,ICYSXY,medium,whber,3.447848,51.092295,78.4884393064,whber,3.216726,51.197226,164.4190751445,2016,30,Friday,False,530,525,12.21,Aalter,Brugge
lsstygwdwmqgukx,2016-07-29,12:34:26 PM,station$525,station$526,LVSY,low,whber,3.216726,51.197226,164.4190751445,whber,3.201795,51.223115,13.2630057803,2016,30,Friday,False,525,526,12.34,Brugge,Brugge
yerbvtjjbsjekds,2016-07-29,12:34:36 PM,station$526,station$539,LVSY,low,whber,3.201795,51.223115,13.2630057803,whber,3.194505,51.294714,13.2630057803,2016,30,Friday,False,526,539,12.34,Brugge,Zeebrugge
bshnefnsxeqcrbi,2016-07-29,12:34:45 PM,station$539,station$533,LVSY,low,whber,3.194505,51.294714,13.2630057803,whber,3.186666,51.324549,5.7456647399,2016,30,Friday,False,539,533,12.34,Zeebrugge,Zeebrugge
gzetnkoxevjaigj,2016-07-29,12:43:57 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Friday,False,130,248,12.43,Brussels,Genk
ujgpwcilodjwdxy,2016-07-29,01:03:35 PM,station$533,station$539,LVUX,low,whber,3.186666,51.324549,5.7456647399,whber,3.194505,51.294714,13.2630057803,2016,30,Friday,False,533,539,13.03,Zeebrugge,Zeebrugge
jledpgwgacdhhce,2016-07-29,01:03:40 PM,station$539,station$526,LVUX,low,whber,3.194505,51.294714,13.2630057803,whber,3.201795,51.223115,13.2630057803,2016,30,Friday,False,539,526,13.03,Zeebrugge,Brugge
hqparpjxifbuilw,2016-07-29,01:03:46 PM,station$526,station$525,LVUX,low,whber,3.201795,51.223115,13.2630057803,whber,3.216726,51.197226,164.4190751445,2016,30,Friday,False,526,525,13.03,Brugge,Brugge
yqpvhhkeznrvyhq,2016-07-29,01:09:36 PM,station$141,station$133,SWYZSX,low,whber,4.289895,50.872625,39.1213872832,whber,4.32622,50.880833,95.676300578,2016,30,Friday,False,141,133,13.09,Dilbeek,Wemmel
ejupyxmftewzohx,2016-07-29,01:25:15 PM,station$133,station$147,ICXYXV,low,whber,4.32622,50.880833,95.676300578,whber,4.356801,50.845658,634.1647398844,2016,30,Friday,False,133,147,13.25,Wemmel,Brussels
pjkewdzfrqimyxa,2016-07-29,01:45:50 PM,station$525,station$530,ICYSZX,low,whber,3.216726,51.197226,164.4190751445,whber,3.447848,51.092295,78.4884393064,2016,30,Friday,False,525,530,13.45,Brugge,Aalter
nncnyfwvntwpyuw,2016-07-29,06:43:23 PM,station$141,station$147,SZAYASR,low,whber,4.289895,50.872625,39.1213872832,whber,4.356801,50.845658,634.1647398844,2016,30,Friday,False,141,147,18.43,Dilbeek,Brussels
cjgnpefzmfikctu,2016-07-30,10:30:05 AM,station$544,station$549,ICXUXZ,medium,whber,3.710675,51.035896,309.0144508671,whber,3.127212,51.025163,53.0953757225,2016,30,Saturday,True,544,549,10.3,Gent,Lichtervelde
aimxhkkndepvgru,2016-07-30,10:44:26 AM,station$544,station$147,ICVAR,low,whber,3.710675,51.035896,309.0144508671,whber,4.356801,50.845658,634.1647398844,2016,30,Saturday,True,544,147,10.44,Gent,Brussels
oywiyjcvbkgeemh,2016-07-30,10:45:10 AM,station$544,station$147,ICZVAR,low,whber,3.710675,51.035896,309.0144508671,whber,4.356801,50.845658,634.1647398844,2016,30,Saturday,True,544,147,10.45,Gent,Brussels
riapovgpmnjmido,2016-07-30,03:15:19 PM,station$96,station$147,ICXXXU,high,whber,4.432823,50.924583,130.4132947977,whber,4.356801,50.845658,634.1647398844,2016,30,Saturday,True,96,147,15.15,Vilvoorde,Brussels
ruvrothjoqnitju,2016-07-30,03:15:46 PM,station$96,station$185,ICXZZW,low,whber,4.432823,50.924583,130.4132947977,whber,4.432221,51.19923,421.6445086705,2016,30,Saturday,True,96,185,15.15,Vilvoorde,Antwerpen
hvjetvvlrwttuci,2016-07-30,03:42:22 PM,station$214,station$225,ICXZZW,low,whber,4.482785,51.017648,306.5231213873,whber,4.489914,51.029883,91.3728323699,2016,30,Saturday,True,214,225,15.42,Mechelen,Mechelen
kufxsinmfwchbge,2016-07-30,03:42:27 PM,station$225,station$189,ICXZZW,low,whber,4.489914,51.029883,91.3728323699,whber,4.455737,51.171256,64.8930635838,2016,30,Saturday,True,225,189,15.42,Mechelen,Mortsel
fcqnqjuijxgteku,2016-07-30,03:42:32 PM,station$189,station$185,ICXZZW,low,whber,4.455737,51.171256,64.8930635838,whber,4.432221,51.19923,421.6445086705,2016,30,Saturday,True,189,185,15.42,Mortsel,Antwerpen
sbiidqmypntsshg,2016-07-30,03:57:46 PM,station$185,station$200,ICWYXU,medium,whber,4.432221,51.19923,421.6445086705,whber,4.560614,51.135758,154.4132947977,2016,30,Saturday,True,185,200,15.57,Antwerpen,Lier
zczzekivlyaeswz,2016-07-30,04:07:45 PM,station$200,station$202,ICWYXU,medium,whber,4.560614,51.135758,154.4132947977,whber,4.618459,51.151057,29.5693641619,2016,30,Saturday,True,200,202,16.07,Lier,Lier
vevxedonlzfpkas,2016-07-31,04:39:07 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Sunday,True,130,248,16.39,Brussels,Genk
efjmqdbbxpexhqq,2016-07-31,04:39:14 PM,station$130,station$248,ICZVZS,low,whber,4.360846,50.859663,640.2658959538,whber,5.497685,50.967057,39.4768786127,2016,30,Sunday,True,130,248,16.39,Brussels,Genk
eddhuogvvmldesc,2016-07-31,07:31:07 PM,station$525,station$525,ICYXZS,high,whber,3.216726,51.197226,164.4190751445,whber,3.216726,51.197226,164.4190751445,2016,30,Sunday,True,525,525,19.31,Brugge,Brugge
xjlhagnhpanizhy,2016-07-31,09:02:35 PM,station$212,station$205,ICWYYA,low,whber,4.937415,51.322032,48.5260115607,whber,4.829535,51.181513,101.3092485549,2016,30,Sunday,True,212,205,21.02,Turnhout,Herentals
vghatuamculbrgs,2016-07-31,09:02:50 PM,station$205,station$261,ICWWYA,medium,whber,4.829535,51.181513,101.3092485549,whber,4.847585,51.188057,45.5289017341,2016,30,Sunday,True,205,261,21.02,Herentals,Herentals
xvbrqkzjhflrtzo,2016-07-31,09:02:55 PM,station$259,station$252,ICWWYA,low,whber,5.116336,51.19105,59.7514450867,whber,5.164986,51.169099,28.3930635838,2016,30,Sunday,True,259,252,21.02,Mol,Balen
yojhbmhejtrrmer,2016-08-01,04:38:21 PM,station$530,station$544,ICYSZW,low,whber,3.447848,51.092295,78.4884393064,whber,3.710675,51.035896,309.0144508671,2016,31,Monday,False,530,544,16.38,Aalter,Gent
zwpjxgdoucggumj,2016-08-01,04:38:54 PM,station$544,station$571,ICTXU,low,whber,3.710675,51.035896,309.0144508671,whber,3.740591,51.056365,80.5346820809,2016,31,Monday,False,544,571,16.38,Gent,Ledeberg
smcrbyoaqqhekns,2016-08-01,04:39:00 PM,station$571,station$588,ICTXU,low,whber,3.740591,51.056365,80.5346820809,whber,3.987794,51.108062,103.9566473988,2016,31,Monday,False,571,588,16.39,Ledeberg,Lokeren
rjfctrvslkplsgl,2016-08-01,04:39:08 PM,station$588,station$592,ICTXU,low,whber,3.987794,51.108062,103.9566473988,whber,4.142966,51.171472,127.5838150289,2016,31,Monday,False,588,592,16.39,Lokeren,Sint-Niklaas
yvqtyfzpoxsizrt,2016-08-02,09:11:32 AM,station$241,station$150,ICYYXZ,low,whber,5.327627,50.930822,180.598265896,whber,4.336531,50.835707,686.6156069364,2016,31,Tuesday,False,241,150,9.11,Hasselt,Brussels
eegfvurkzktufvj,2016-08-02,09:39:50 AM,station$544,station$150,ICVAS,low,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,31,Tuesday,False,544,150,9.39,Gent,Brussels
sovamfnzcvgtwue,2016-08-02,10:12:37 AM,station$130,station$147,ICYYXZ,low,whber,4.360846,50.859663,640.2658959538,whber,4.356801,50.845658,634.1647398844,2016,31,Tuesday,False,130,147,10.12,Brussels,Brussels
ezhuvhefsuoczbd,2016-08-02,10:12:43 AM,station$272,station$130,ICYYXZ,low,whber,4.824043,50.984406,123.8005780347,whber,4.360846,50.859663,640.2658959538,2016,31,Tuesday,False,272,130,10.12,Aarschot,Brussels
rrqfwpsaurjdjgj,2016-08-02,10:12:46 AM,station$247,station$272,ICYYXZ,low,whber,5.050031,50.993341,84.9190751445,whber,4.824043,50.984406,123.8005780347,2016,31,Tuesday,False,247,272,10.12,Diest,Aarschot
mivzlivenadjcbf,2016-08-02,10:21:57 AM,station$150,station$544,ICYSXZ,low,whber,4.336531,50.835707,686.6156069364,whber,3.710675,51.035896,309.0144508671,2016,31,Tuesday,False,150,544,10.21,Brussels,Gent
rgmijzspkcdvnxd,2016-08-02,10:44:44 AM,station$150,station$64,TGVRSYU,medium,whber,4.336531,50.835707,686.6156069364,aqfre,5.317243,43.455128,3.9710982659,2016,31,Tuesday,False,150,64,10.44,Brussels,Les Pennes-Mirabeau
cdlusevxoyhbsxv,2016-08-02,11:19:33 AM,station$592,station$588,ICTZA,low,whber,4.142966,51.171472,127.5838150289,whber,3.987794,51.108062,103.9566473988,2016,31,Tuesday,False,592,588,11.19,Sint-Niklaas,Lokeren
awxvkgbmotepeuk,2016-08-02,11:19:43 AM,station$588,station$571,ICTZA,low,whber,3.987794,51.108062,103.9566473988,whber,3.740591,51.056365,80.5346820809,2016,31,Tuesday,False,588,571,11.19,Lokeren,Ledeberg
kjuqpuxrjmxfycj,2016-08-02,11:19:47 AM,station$571,station$544,ICTZA,low,whber,3.740591,51.056365,80.5346820809,whber,3.710675,51.035896,309.0144508671,2016,31,Tuesday,False,571,544,11.19,Ledeberg,Gent
inwosstbvqmihnt,2016-08-02,11:38:11 AM,station$544,station$525,ICVXY,medium,whber,3.710675,51.035896,309.0144508671,whber,3.216726,51.197226,164.4190751445,2016,31,Tuesday,False,544,525,11.38,Gent,Brugge
ikotsbmkxkjxvzx,2016-08-02,01:53:08 PM,station$544,station$150,ICZVAU,high,whber,3.710675,51.035896,309.0144508671,whber,4.336531,50.835707,686.6156069364,2016,31,Tuesday,False,544,150,13.53,Gent,Brussels
dmdqywgvxvmpeez,2016-08-02,01:54:01 PM,station$241,station$130,ICYYXA,medium,whber,5.327627,50.930822,180.598265896,whber,4.360846,50.859663,640.2658959538,2016,31,Tuesday,False,241,130,13.54,Hasselt,Brussels
uiqfhdspvteuoql,2016-08-02,03:39:07 PM,station$544,station$571,ICTXU,low,whber,3.710675,51.035896,309.0144508671,whber,3.740591,51.056365,80.5346820809,2016,31,Tuesday,False,544,571,15.39,Gent,Ledeberg
